"entry_id","entry_tag","entrytag_id","parent_tag_id","level","path","approved"
355,Religious Group,8,,1,Religious Group[8],true
355,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
355,Roman Religious Traditions,42,8,2,Religious Group[8]->Roman Religious Traditions[42],true
355,Early Christianity,742,18,3,Religious Group[8]->Christian Traditions[18]->Early Christianity[742],true
358,Religious Group,8,,1,Religious Group[8],true
358,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
358,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
358,Vaiṣṇava Traditions,644,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644],true
358,Bhakti traditions,645,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Bhakti traditions[645],true
358,Gauḍīya Vaiṣṇava Sampradāya (Caitanya Vaiṣṇavism),649,644,5,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644]->Gauḍīya Vaiṣṇava Sampradāya (Caitanya Vaiṣṇavism)[649],true
361,Religious Group,8,,1,Religious Group[8],true
361,Greek Religions,22,8,2,Religious Group[8]->Greek Religions[22],true
361,Greek Polis Religions,744,22,3,Religious Group[8]->Greek Religions[22]->Greek Polis Religions[744],true
362,Religious Group,8,,1,Religious Group[8],true
362,Mongolian Religions,37,8,2,Religious Group[8]->Mongolian Religions[37],true
362,Mongolian Shamanism,329,37,3,Religious Group[8]->Mongolian Religions[37]->Mongolian Shamanism[329],true
364,Religious Group,8,,1,Religious Group[8],true
364,Buddhist Traditions,14,8,2,Religious Group[8]->Buddhist Traditions[14],true
364,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
365,Religious Group,8,,1,Religious Group[8],true
367,Religious Group,8,,1,Religious Group[8],true
373,Religious Group,8,,1,Religious Group[8],true
373,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
373,Anglican,146,18,3,Religious Group[8]->Christian Traditions[18]->Anglican[146],true
373,Baptist,149,18,3,Religious Group[8]->Christian Traditions[18]->Baptist[149],true
374,Religious Group,8,,1,Religious Group[8],true
374,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
378,Religious Group,8,,1,Religious Group[8],true
378,Vaishnavism,896,8,2,Religious Group[8]->Vaishnavism[896],true
378,Hinduism,1244,8,2,Religious Group[8]->Hinduism[1244],true
378,Bhakti,1610,8,2,Religious Group[8]->Bhakti[1610],true
381,Religious Group,8,,1,Religious Group[8],true
381,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
381,Sikh traditions,704,510,3,Religious Group[8]->Indic Religious Traditions[510]->Sikh traditions[704],true
381,Early Panth,779,704,4,Religious Group[8]->Indic Religious Traditions[510]->Sikh traditions[704]->Early Panth[779],true
383,Religious Group,8,,1,Religious Group[8],true
383,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
383,Bhakti traditions,512,510,3,Religious Group[8]->Indic Religious Traditions[510]->Bhakti traditions[512],true
383,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
386,Religious Group,8,,1,Religious Group[8],true
386,Oceanic Religions,40,8,2,Religious Group[8]->Oceanic Religions[40],true
386,Polynesia,315,40,3,Religious Group[8]->Oceanic Religions[40]->Polynesia[315],true
387,Religious Group,8,,1,Religious Group[8],true
387,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
387,Ahmadiyya,249,24,3,Religious Group[8]->Islamic Traditions[24]->Ahmadiyya[249],true
387,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
387,Islamic Traditions,661,510,3,Religious Group[8]->Indic Religious Traditions[510]->Islamic Traditions[661],true
387,Aḥmadī,662,661,4,Religious Group[8]->Indic Religious Traditions[510]->Islamic Traditions[661]->Aḥmadī[662],true
389,Religious Group,8,,1,Religious Group[8],true
389,Southeast Asian Religions,808,8,2,Religious Group[8]->Southeast Asian Religions[808],true
390,Religious Group,8,,1,Religious Group[8],true
390,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
390,Bhakti traditions,512,510,3,Religious Group[8]->Indic Religious Traditions[510]->Bhakti traditions[512],true
390,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
390,Śaiva traditions,621,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Śaiva traditions[621],true
390,Liṅgāyat or Vīraśaiva,625,621,5,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Śaiva traditions[621]->Liṅgāyat or Vīraśaiva[625],true
390,Hindu Tantric traditions,642,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Hindu Tantric traditions[642],true
390,Hindu Śākta traditions,643,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Hindu Śākta traditions[643],true
390,Modern Hinduism,646,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Modern Hinduism[646],true
392,Religious Group,8,,1,Religious Group[8],true
392,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
392,Sikh traditions,704,510,3,Religious Group[8]->Indic Religious Traditions[510]->Sikh traditions[704],true
395,Religious Group,8,,1,Religious Group[8],true
395,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
395,Bhakti traditions,512,510,3,Religious Group[8]->Indic Religious Traditions[510]->Bhakti traditions[512],true
395,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
395,Vaiṣṇava Traditions,644,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644],true
395,Modern Hinduism,646,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Modern Hinduism[646],true
395,Gauḍīya Vaiṣṇava Sampradāya (Caitanya Vaiṣṇavism),649,644,5,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644]->Gauḍīya Vaiṣṇava Sampradāya (Caitanya Vaiṣṇavism)[649],true
398,Religious Group,8,,1,Religious Group[8],true
399,Religious Group,8,,1,Religious Group[8],true
399,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
399,Early Christianity,742,18,3,Religious Group[8]->Christian Traditions[18]->Early Christianity[742],true
400,Religious Group,8,,1,Religious Group[8],true
400,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
400,Pentecostal,180,18,3,Religious Group[8]->Christian Traditions[18]->Pentecostal[180],true
400,Evangelical (charismatic),784,18,3,Religious Group[8]->Christian Traditions[18]->Evangelical (charismatic)[784],true
401,Religious Group,8,,1,Religious Group[8],true
401,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
401,Evangelical (charismatic),784,18,3,Religious Group[8]->Christian Traditions[18]->Evangelical (charismatic)[784],true
401,New Religious Movement,786,8,2,Religious Group[8]->New Religious Movement[786],true
402,Religious Group,8,,1,Religious Group[8],true
402,New Religious Movement,786,8,2,Religious Group[8]->New Religious Movement[786],true
402,UFO Religion,787,8,2,Religious Group[8]->UFO Religion[787],true
402,New Age Religion,788,8,2,Religious Group[8]->New Age Religion[788],true
403,Religious Group,8,,1,Religious Group[8],true
403,Jewish Traditions,27,8,2,Religious Group[8]->Jewish Traditions[27],true
404,Religious Group,8,,1,Religious Group[8],true
404,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
404,Daoist Traditions,134,123,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],true
404,'Highest Clarity' (shangqing 上清),137,134,4,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134]->'Highest Clarity' (shangqing 上清)[137],true
406,Religious Group,8,,1,Religious Group[8],true
406,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
406,Daoist Traditions,134,123,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],true
406,Celestial Masters (tianshi dao 天師道)/Way of Orthodox Unity (zhengyi dao 正一道),136,134,4,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134]->Celestial Masters (tianshi dao 天師道)/Way of Orthodox Unity (zhengyi dao 正一道)[136],true
408,Asia,2,7,2,Polity[7]->Asia[2],true
408,Polity,7,,1,Polity[7],true
409,Asia,2,7,2,Polity[7]->Asia[2],true
409,China,3,2,3,Polity[7]->Asia[2]->China[3],true
409,Polity,7,,1,Polity[7],true
410,Middle East,4,7,2,Polity[7]->Middle East[4],true
410,Polity,7,,1,Polity[7],true
411,Asia,2,7,2,Polity[7]->Asia[2],true
411,China,3,2,3,Polity[7]->Asia[2]->China[3],true
411,Polity,7,,1,Polity[7],true
412,Asia,2,7,2,Polity[7]->Asia[2],true
412,China,3,2,3,Polity[7]->Asia[2]->China[3],true
412,Polity,7,,1,Polity[7],true
413,Asia,2,7,2,Polity[7]->Asia[2],true
413,China,3,2,3,Polity[7]->Asia[2]->China[3],true
413,Polity,7,,1,Polity[7],true
414,Asia,2,7,2,Polity[7]->Asia[2],true
414,China,3,2,3,Polity[7]->Asia[2]->China[3],true
414,Polity,7,,1,Polity[7],true
415,Religious Group,8,,1,Religious Group[8],true
415,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
415,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
415,Śaiva traditions,621,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Śaiva traditions[621],true
415,Modern Hinduism,646,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Modern Hinduism[646],true
416,Religious Group,8,,1,Religious Group[8],true
416,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
416,Slavic Religions,45,8,2,Religious Group[8]->Slavic Religions[45],true
416,Orthodox/Eastern Christian,381,53,4,Religious Group[8]->Anatolian Religions[10]->Armenian Religion[53]->Orthodox/Eastern Christian[381],true
418,Religious Group,8,,1,Religious Group[8],true
418,Oceanic Religions,40,8,2,Religious Group[8]->Oceanic Religions[40],true
418,Melanesia,311,40,3,Religious Group[8]->Oceanic Religions[40]->Melanesia[311],true
419,Religious Group,8,,1,Religious Group[8],true
419,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
419,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
419,Vaiṣṇava Traditions,644,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644],true
419,Modern Hinduism,646,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Modern Hinduism[646],true
420,Religious Group,8,,1,Religious Group[8],true
420,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
420,Bhakti traditions,512,510,3,Religious Group[8]->Indic Religious Traditions[510]->Bhakti traditions[512],true
420,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
420,Vaiṣṇava Traditions,644,566,4,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566]->Vaiṣṇava Traditions[644],true
422,Religious Group,8,,1,Religious Group[8],true
422,Greek Religions,22,8,2,Religious Group[8]->Greek Religions[22],true
422,Hellenistic Religions,741,8,2,Religious Group[8]->Hellenistic Religions[741],true
422,Greek Mystery Cults,745,22,3,Religious Group[8]->Greek Religions[22]->Greek Mystery Cults[745],true
423,Religious Group,8,,1,Religious Group[8],true
423,Anatolian Religions,10,8,2,Religious Group[8]->Anatolian Religions[10],true
423,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
423,Greek Religions,22,8,2,Religious Group[8]->Greek Religions[22],true
423,Mithraism,36,8,2,Religious Group[8]->Mithraism[36],true
423,Roman Religious Traditions,42,8,2,Religious Group[8]->Roman Religious Traditions[42],true
423,Roman State Religions,299,42,3,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299],true
423,Republican Religions,506,299,4,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299]->Republican Religions[506],true
423,Ancient Christianity in Rome,730,42,3,Religious Group[8]->Roman Religious Traditions[42]->Ancient Christianity in Rome[730],true
423,Diaspora Judaism in Rome,731,42,3,Religious Group[8]->Roman Religious Traditions[42]->Diaspora Judaism in Rome[731],true
423,Greek Religions in Rome,733,42,3,Religious Group[8]->Roman Religious Traditions[42]->Greek Religions in Rome[733],true
423,Roman Private Religions,736,42,3,Religious Group[8]->Roman Religious Traditions[42]->Roman Private Religions[736],true
423,Imperial Cult (emperor worship),740,299,4,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299]->Imperial Cult (emperor worship)[740],true
424,Religious Group,8,,1,Religious Group[8],true
424,Mesopotamian Religions,34,8,2,Religious Group[8]->Mesopotamian Religions[34],true
424,Zoroastrianism,49,8,2,Religious Group[8]->Zoroastrianism[49],true
426,Religious Group,8,,1,Religious Group[8],true
426,South American Religions,508,8,2,Religious Group[8]->South American Religions[508],true
426,Chavin Religion,789,508,3,Religious Group[8]->South American Religions[508]->Chavin Religion[789],true
427,Asia,2,7,2,Polity[7]->Asia[2],true
427,China,3,2,3,Polity[7]->Asia[2]->China[3],true
427,Polity,7,,1,Polity[7],true
430,Religious Group,8,,1,Religious Group[8],true
430,South American Religions,508,8,2,Religious Group[8]->South American Religions[508],true
431,Religious Group,8,,1,Religious Group[8],true
431,Roman Religious Traditions,42,8,2,Religious Group[8]->Roman Religious Traditions[42],true
431,Roman State Religions,299,42,3,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299],true
431,Republican Religions,506,299,4,Religious Group[8]->Roman Religious Traditions[42]->Roman State Religions[299]->Republican Religions[506],true
431,Italic Religions,751,8,2,Religious Group[8]->Italic Religions[751],true
432,Religious Group,8,,1,Religious Group[8],true
432,South American Religions,508,8,2,Religious Group[8]->South American Religions[508],true
433,Religious Group,8,,1,Religious Group[8],true
433,Jewish Traditions,27,8,2,Religious Group[8]->Jewish Traditions[27],true
433,Hellenistic Religions,741,8,2,Religious Group[8]->Hellenistic Religions[741],true
434,Religious Group,8,,1,Religious Group[8],true
434,Jewish Traditions,27,8,2,Religious Group[8]->Jewish Traditions[27],true
434,Mesopotamian Religions,34,8,2,Religious Group[8]->Mesopotamian Religions[34],true
435,Religious Group,8,,1,Religious Group[8],true
435,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
436,Religious Group,8,,1,Religious Group[8],true
436,South American Religions,508,8,2,Religious Group[8]->South American Religions[508],true
437,Religious Group,8,,1,Religious Group[8],true
437,South American Religions,508,8,2,Religious Group[8]->South American Religions[508],true
438,Religious Group,8,,1,Religious Group[8],true
438,South American Religions,508,8,2,Religious Group[8]->South American Religions[508],true
439,Religious Group,8,,1,Religious Group[8],true
439,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
439,Indic Buddhist Traditions,513,510,3,Religious Group[8]->Indic Religious Traditions[510]->Indic Buddhist Traditions[513],true
439,Hinduism,566,510,3,Religious Group[8]->Indic Religious Traditions[510]->Hinduism[566],true
439,Jain Traditions,690,510,3,Religious Group[8]->Indic Religious Traditions[510]->Jain Traditions[690],true
